,CN_1,CN_2,Ca4227,Fe4383,Ca4455,Fe4531,Fe5015,Mg_b,Fe5270,Fe5335,Fe5406,Fe5709,Fe5782,MgFe,Mgb/Fe
Mbi3.30Zm1.49T00.0800_iTp0.00_ACFep00_aFem02,-0.14968842953035474,-0.1046737419899561,0.06863512074224155,-0.5016685664382858,0.20512265505880944,0.3534405505796296,0.7395281818112983,0.28737476510603116,0.4046517067800432,0.45044654410318524,0.24698496768219264,0.06900883431292605,0.11630545459876099,0.3463691206775446,0.6721444344183902
Mbi3.30Zm1.49T00.0900_iTp0.00_ACFep00_aFem02,-0.15130726172073633,-0.10617916573368799,0.06645681821133366,-0.53402360054844,0.1924237517086843,0.3716934476688555,0.7489256616984085,0.26111061504639393,0.423036052279843,0.45579354171287517,0.2548753801149743,0.07222869592470758,0.11430337091229197,0.3359376961540547,0.5942235373756825
Mbi3.30Zm1.49T00.1000_iTp0.00_ACFep00_aFem02,-0.15257295618300573,-0.10711276403753534,0.06466747442338636,-0.5435594678093028,0.18340817516490485,0.3840605848958809,0.7578797422565656,0.2551163041323223,0.4347229639148582,0.462878779803995,0.262183903466357,0.07550098283802213,0.1166191126865287,0.3360299957272538,0.5684398585843875
Mbi3.30Zm1.49T00.1500_iTp0.00_ACFep00_aFem02,-0.15635924944989177,-0.11072428583321846,0.0629842469347186,-0.6211361788164247,0.13992118057531713,0.40594646132979273,0.7370570242975646,0.24766315996358199,0.45526460480303726,0.47687227615646327,0.2710261092398227,0.08191546512498715,0.11602142498861492,0.33800986584981196,0.5313879646273592
Mbi3.30Zm1.49T00.2000_iTp0.00_ACFep00_aFem02,-0.15841039702138293,-0.11262537602617904,0.06487097967869244,-0.6041018867528443,0.12663825451904365,0.42373243305902936,0.7450902004757552,0.2729803123022976,0.46532032577434057,0.4839079570550211,0.27479372380777867,0.08535916186108589,0.11699265649953909,0.3583908814691512,0.575162618392756
Mbi3.30Zm1.49T00.2500_iTp0.00_ACFep00_aFem02,-0.1633657047746625,-0.11740172943881272,0.0688370220303498,-0.6448930162862863,0.12869444123065926,0.4412223641007516,0.761126013511306,0.28664060049200546,0.48712476276220035,0.5047343432192851,0.2789640014882244,0.08750432451513042,0.11943664948692449,0.37555701073650527,0.5779865280530198
Mbi3.30Zm1.49T00.3000_iTp0.00_ACFep00_aFem02,-0.1625853802145666,-0.11685129432566478,0.06979859569419751,-0.6160201408618253,0.12756084390724232,0.4595975207803651,0.7575673529561012,0.30457798888429366,0.49241692613664767,0.5091677272835171,0.27856308729328016,0.0901839092622733,0.11471723140661705,0.3891116756747732,0.6081922039125397
Mbi3.30Zm1.49T00.3500_iTp0.00_ACFep00_aFem02,-0.16594004127483825,-0.12014699925005279,0.07224082337797577,-0.6562122156387504,0.11737671112185451,0.47126546961742094,0.753361382444717,0.31647839170785846,0.4940568490233061,0.5110998264219723,0.2773675597646599,0.08929730796424246,0.11407554815718288,0.3973267704707553,0.6297095755100277
Mbi3.30Zm1.49T00.4000_iTp0.00_ACFep00_aFem02,-0.1680733056221492,-0.12229651261752282,0.07361778530577943,-0.674577946482946,0.1108443903008412,0.4883367724605894,0.7606494293729458,0.3286395980583669,0.50011026769046,0.5192968866921274,0.2824306990483671,0.09138027160340007,0.11572509712895543,0.4075801424634927,0.6447661204759942
Mbi3.30Zm1.49T00.4500_iTp0.00_ACFep00_aFem02,-0.16811320182084258,-0.12243813457637995,0.07714535666898786,-0.6492086591755697,0.10695971665226266,0.5066214960857945,0.7806810912363517,0.35013811281745516,0.5107478371482372,0.5238611132124453,0.2881515436265746,0.09494652200108893,0.11930885570696745,0.4244029830128365,0.6768511188606883
Mbi3.30Zm1.49T00.5000_iTp0.00_ACFep00_aFem02,-0.1680973479256528,-0.12255735308906524,0.07838076653492151,-0.6286561631138978,0.10155954361447414,0.5135019079012344,0.7882885982750101,0.37368181019624447,0.5099982315986122,0.5250798872943354,0.289842047882587,0.09485319819860423,0.12080081196790855,0.4383549585586669,0.7220359572394599
Mbi3.30Zm1.49T00.6000_iTp0.00_ACFep00_aFem02,-0.16788282443769956,-0.12256720313122627,0.08298642061875675,-0.6057607872335171,0.09572418737485457,0.5348305635664262,0.8130794587975431,0.41064510965260037,0.5212313751096993,0.5357922986788597,0.29724061182463907,0.09438861258974063,0.12438477193980711,0.46445165449365605,0.7769837513303293
Mbi3.30Zm1.49T00.7000_iTp0.00_ACFep00_aFem02,-0.16713515776504895,-0.12246376517425972,0.08906304966055935,-0.5889419654384057,0.09427945683895803,0.5544543418507264,0.8337943412424362,0.4447498368938222,0.5311349813950489,0.5436618594320766,0.29745877464080067,0.09181405900848742,0.1234819524957134,0.48762912945588394,0.8275979608417132
Mbi3.30Zm1.49T00.8000_iTp0.00_ACFep00_aFem02,-0.1601857353721362,-0.11727676741922545,0.09162367192010423,-0.49815666109616796,0.10535596852840362,0.5750166585714265,0.8736539264104578,0.46823277984913886,0.5409364012276103,0.5583356846405559,0.29839617359563375,0.08746332010796154,0.12038558651010646,0.5055346585779699,0.8518960607998066
Mbi3.30Zm1.49T00.9000_iTp0.00_ACFep00_aFem02,-0.16331978357890328,-0.1211095494497866,0.09670757686134401,-0.5034568657075456,0.1091048254399655,0.6155700581374395,0.9202680512814194,0.48687701927007637,0.5626308049037966,0.5697804569476721,0.3060444188791048,0.1006488061400948,0.12159682823653033,0.5243154485596888,0.8598943434632442
Mbi3.30Zm1.49T01.0000_iTp0.00_ACFep00_aFem02,-0.1600126864559023,-0.11920478961849772,0.09649621492771947,-0.41247295341321555,0.12121180576905546,0.6897905394121381,1.029958316786723,0.5086614829146351,0.6128064321496146,0.6069917320056373,0.33414843899969704,0.12441480055609673,0.1311571949463344,0.5575687119964916,0.8340092613057816
Mbi3.30Zm1.49T01.2500_iTp0.00_ACFep00_aFem02,-0.16067714778810405,-0.12076789583831891,0.09368124091388756,-0.3411531095499688,0.11506642780090673,0.7660932402821006,1.0574082515358805,0.4925587497742756,0.6635458833406466,0.655516281235999,0.3612914107886552,0.15443857928262036,0.13272914148259554,0.5707257804755785,0.7468317460721995
Mbi3.30Zm1.49T01.5000_iTp0.00_ACFep00_aFem02,-0.1542850560465014,-0.11592295544579967,0.0872592975554586,-0.24119105809797198,0.13688403399106897,0.8132018690317084,1.108941062643315,0.4788990734993209,0.706554869422303,0.6940672254196808,0.38361774205944527,0.17036885088522521,0.137852606230547,0.5802533777779514,0.6838376679376168
Mbi3.30Zm1.49T01.7500_iTp0.00_ACFep00_aFem02,-0.15085928250925504,-0.11331896646986309,0.08800254736247091,-0.19510769540064582,0.14158018192640506,0.8171239674926429,1.097512881562416,0.4800781879052666,0.7120875098531935,0.7022935028259611,0.3876406258957931,0.16911721842795818,0.1377898639936927,0.583559039343428,0.6788527046130107
